"","year","lrf.m","lrf.sd","lrf.l","lff.m","lff.sd","lff.l","lcf.m","lcf.sd","lcf.l","stdi.m","stdi.sd","stdi.l","smdi.m","smdi.sd","smdi.l","tsdi.m","tsdi.sd","tsdi.l"
"year245",245,87.8714866200828,3.46899320286536,50,15.5887470513172,0.577176545151913,50,13.1653214154199,3.46507986180388,50,34.6834375785906,1.77791117984193,50,-0.0219084285609699,0.117619014125912,50,34.7100397713969,1.77758915572592,50
"year246",246,87.8692541392854,3.46955389068784,50,15.5811516394408,0.577230616000111,50,13.1984475689159,3.46223695229869,50,34.6743608250988,1.77732865925496,50,-0.0219130265676961,0.117643999603999,50,34.7009631430588,1.77701917694877,50
"year247",247,87.869448798909,3.47013841138355,50,15.5702614781434,0.577256266368542,50,13.23083990797,3.45836415359593,50,34.6880756908233,1.77799096815395,50,-0.021910859734021,0.117632237121228,50,34.7146779744738,1.77770025711001,50
"year248",248,87.8715182548953,3.4707162893901,50,15.5576620956527,0.577253372240688,50,13.2626159766651,3.45367689903735,50,34.7037316489594,1.77870259056544,50,-0.0219087422440828,0.11762075362144,50,34.7303338546813,1.77843066891188,50
"year249",249,87.87444869333,3.47127255629539,50,15.5437934522045,0.577226822135747,50,13.2937182965758,3.44827272205839,50,34.7200994753002,1.77943046030513,50,-0.0219066422626725,0.117609366944077,50,34.7467015892489,1.77917743462575,50
"year250",250,87.8778418690791,3.47180733938078,50,15.5288579995122,0.577179887968091,50,13.3238882946325,3.44189125589164,50,34.73672284305,1.78015143207683,50,-0.0219045476414419,0.117598009189094,50,34.7633248600841,1.77991792249004,50
"year251",251,87.8815340875813,3.47232367888303,50,15.5129622635423,0.577114053573101,50,13.3532289749854,3.43469234431612,50,34.7534354402291,1.78086195729615,50,-0.0219024550918266,0.117586662300465,50,34.7800373580605,1.78064865323838,50
"year252",252,87.8843021061563,3.47279973990076,50,15.5004247503127,0.577058243185154,50,13.3816239236739,3.42672742260455,50,34.7608578550242,1.78108383320696,50,-0.0219032401049469,0.117590946065006,50,34.7874598633277,1.78088926404307,50
"year253",253,87.8861169779752,3.47324743306287,50,15.4898457706817,0.577013885082507,50,13.4091204601334,3.41807320116087,50,34.7661874011148,1.7812269477338,50,-0.0219044319833472,0.117597429772409,50,34.7927895769009,1.78105184915716,50
"year254",254,87.8873803326338,3.47367712140517,50,15.4802583742221,0.576971713352339,50,13.435788604166,3.40876007629183,50,34.7709060030275,1.7813566660607,50,-0.0219056319419087,0.117603950879913,50,34.7975083688309,1.7812021035557,50
"year255",255,87.8882965006442,3.47409152993117,50,15.4712819520574,0.576924607558689,50,13.4614778903333,3.39861878001231,50,34.7751101924521,1.78149722253368,50,-0.0219068365482133,0.117610493904621,50,34.8017127556696,1.78136454053119,50
"year256",256,87.8889510985552,3.4744908658075,50,15.4627530216182,0.57686891840446,50,13.4863577465013,3.38782549034925,50,34.7788399850564,1.78164994009756,50,-0.0219080430793576,0.117617045646944,50,34.8054427483305,1.78154036651694,50
"year257",257,87.8899193907741,3.47488642272765,50,15.4537934858018,0.576798987799976,50,13.5105540996148,3.37644708783047,50,34.7866099850817,1.78203862390633,50,-0.0219079455147664,0.117616512698906,50,34.8132129101137,1.78195404349828,50
"year258",258,87.8914225922771,3.47527790148458,50,15.4443527139208,0.576712544298153,50,13.5341405805116,3.36453955687501,50,34.796791136712,1.7825587862678,50,-0.021907182424585,0.117612366917605,50,34.8233941929532,1.78250030121459,50
"year259",259,87.8932497693248,3.47565894485962,50,15.4347371670914,0.576611339168579,50,13.5571431275302,3.35217228849538,50,34.8071444279866,1.78309340940861,50,-0.0219064250876295,0.117608254349353,50,34.8337476067314,1.78306153112024,50
"year260",260,87.895240413841,3.47602777762001,50,15.4250466746922,0.576497535234076,50,13.5795634362097,3.33938408690775,50,34.8174995285096,1.78364041145982,50,-0.0219056687431635,0.117604147695419,50,34.8441028268333,1.78363571538933,50
"year261",261,87.8973304199365,3.4763848759317,50,15.4153228269014,0.576372679221758,50,13.6014203064035,3.32621218154273,50,34.8277975572918,1.7841999366569,50,-0.021904912812123,0.117600043427774,50,34.8544009740616,1.78422303779685,50
"year262",262,87.8993317779842,3.47672766900234,50,15.4061754795776,0.57624170246308,50,13.6225138774294,3.31248620411593,50,34.8366925737299,1.78470945604403,50,-0.0219045588162294,0.117598122515146,50,34.863296135013,1.78476108089233,50
"year263",263,87.9010502163762,3.4770544252005,50,15.3980839741122,0.576110029448118,50,13.6429535923249,3.29835026658353,50,34.8437140376589,1.78514920993477,50,-0.0219047176436845,0.117598985880982,50,34.8703177842299,1.78523002217055,50
"year264",264,87.9025637267425,3.47736915158634,50,15.3905898892037,0.575976728287221,50,13.6625767557737,3.28365356012517,50,34.8504013780336,1.7856186422159,50,-0.0219048797834216,0.117599864764361,50,34.8770053210999,1.78572998070958,50
"year265",265,87.9039617023898,3.47767376124044,50,15.383519687821,0.575840029199693,50,13.6815210107984,3.26852049632502,50,34.8568334572724,1.78611760746535,50,-0.0219050434120629,0.117600750479688,50,34.8834376002483,1.78626070684197,50
"year266",266,87.9052802463683,3.47796875507554,50,15.3767965647587,0.575699020766995,50,13.6998867540329,3.25305460392344,50,34.8630466661978,1.78664155090405,50,-0.0219052076901175,0.117601639074328,50,34.8896510102145,1.78681739234761,50
"year267",267,87.9065351014904,3.47825431981532,50,15.3703764995422,0.575553488138411,50,13.7177266860547,3.23731517444545,50,34.8690585652432,1.78718724736859,50,-0.0219053720683542,0.117602527872661,50,34.8956631104533,1.78739666377703,50
"year268",268,87.9077339939448,3.4785306174683,50,15.3642200550771,0.575403535367398,50,13.7350390361098,3.22130974573966,50,34.8748735627394,1.78775734547122,50,-0.0219055359128299,0.117603413597771,50,34.9014783083908,1.78800116503265,50
"year269",269,87.9088813787714,3.47879784245261,50,15.3583202527677,0.575249620233853,50,13.7518164354068,3.20503749608959,50,34.8804945324147,1.78835589984479,50,-0.0219056994834784,0.117604297775996,50,34.9070994782526,1.78863500626684,50
"year270",270,87.9099803128685,3.47905621968038,50,15.3526676356041,0.575092298484702,50,13.768107866996,3.1885515217327,50,34.8859307318582,1.78898402761877,50,-0.0219058628638697,0.117605180898017,50,34.9125358777365,1.78929927578213,50
"year271",271,87.9110332146838,3.47930599259184,50,15.3472522284146,0.574932120461255,50,13.7839534542256,3.17190126576624,50,34.8911931526115,1.78964306605498,50,-0.0219060260799745,0.117606063118205,50,34.9177984984067,1.78999524911521,50
"year272",272,87.9120421813163,3.47954741303084,50,15.3420641774857,0.574769604126492,50,13.79937560583,3.15511827280023,50,34.8962899432554,1.79033175027533,50,-0.0219061891389788,0.117606944481227,50,34.9228954888456,1.79072163611234,50
